"ZIP
code [1]",Size of adjusted gross income,Number of returns
14445,,"4,080"
14445,"$1 under $25,000",1580
14445,"$25,000 under $50,000",1230
14445,"$50,000 under $75,000",650
14445,"$75,000 under $100,000",300
14445,"$100,000 under $200,000",270
14445,"$200,000 or more",50
,,
14450,,"21,500"
14450,"$1 under $25,000",6180
14450,"$25,000 under $50,000",3790
14450,"$50,000 under $75,000",2860
14450,"$75,000 under $100,000",2420
14450,"$100,000 under $200,000",4770
14450,"$200,000 or more",1480
,,
14454,,"3,040"
14454,"$1 under $25,000",1010
14454,"$25,000 under $50,000",600
14454,"$50,000 under $75,000",460
14454,"$75,000 under $100,000",310
14454,"$100,000 under $200,000",550
14454,"$200,000 or more",110
,,
14456,,"8,870"
14456,"$1 under $25,000",3780
14456,"$25,000 under $50,000",2260
14456,"$50,000 under $75,000",1090
14456,"$75,000 under $100,000",720
14456,"$100,000 under $200,000",860
14456,"$200,000 or more",160
,,
14462,,300
14462,"$1 under $25,000",90
14462,"$25,000 under $50,000",70
14462,"$50,000 under $75,000",50
14462,"$75,000 under $100,000",40
14462,"$100,000 under $200,000",50
14462,"$200,000 or more",**
,,
14464,,"3,430"
14464,"$1 under $25,000",1230
14464,"$25,000 under $50,000",900
14464,"$50,000 under $75,000",530
14464,"$75,000 under $100,000",360
14464,"$100,000 under $200,000",370
14464,"$200,000 or more",40
,,
14466,,870
14466,"$1 under $25,000",320
14466,"$25,000 under $50,000",190
14466,"$50,000 under $75,000",130
14466,"$75,000 under $100,000",100
14466,"$100,000 under $200,000",130
14466,"$200,000 or more",**
,,
14467,,"4,850"
14467,"$1 under $25,000",1660
14467,"$25,000 under $50,000",1180
14467,"$50,000 under $75,000",780
14467,"$75,000 under $100,000",480
14467,"$100,000 under $200,000",660
14467,"$200,000 or more",90
,,
14468,,"9,350"
14468,"$1 under $25,000",2900
14468,"$25,000 under $50,000",2140
14468,"$50,000 under $75,000",1430
14468,"$75,000 under $100,000",1180
14468,"$100,000 under $200,000",1470
14468,"$200,000 or more",230
,,
14469,,"2,950"
14469,"$1 under $25,000",1010
14469,"$25,000 under $50,000",700
14469,"$50,000 under $75,000",460
14469,"$75,000 under $100,000",320
14469,"$100,000 under $200,000",390
14469,"$200,000 or more",70
,,
14470,,"3,670"
14470,"$1 under $25,000",1300
14470,"$25,000 under $50,000",1050
14470,"$50,000 under $75,000",580
14470,"$75,000 under $100,000",380
14470,"$100,000 under $200,000",320
14470,"$200,000 or more",40
,,
14471,,"1,380"
14471,"$1 under $25,000",500
14471,"$25,000 under $50,000",350
14471,"$50,000 under $75,000",190
14471,"$75,000 under $100,000",150
14471,"$100,000 under $200,000",160
14471,"$200,000 or more",30
,,
14472,,"4,270"
14472,"$1 under $25,000",1250
14472,"$25,000 under $50,000",690
14472,"$50,000 under $75,000",510
14472,"$75,000 under $100,000",430
14472,"$100,000 under $200,000",920
14472,"$200,000 or more",470
,,
14475,,180
14475,"$1 under $25,000",70
14475,"$25,000 under $50,000",20
14475,"$50,000 under $75,000",20
14475,"$75,000 under $100,000",20
14475,"$100,000 under $200,000",50
14475,"$200,000 or more",**
,,
14476,,"1,040"
14476,"$1 under $25,000",350
14476,"$25,000 under $50,000",270
14476,"$50,000 under $75,000",170
14476,"$75,000 under $100,000",120
14476,"$100,000 under $200,000",130
14476,"$200,000 or more",**
,,
14477,,790
14477,"$1 under $25,000",310
14477,"$25,000 under $50,000",190
14477,"$50,000 under $75,000",120
14477,"$75,000 under $100,000",70
14477,"$100,000 under $200,000",100
14477,"$200,000 or more",**
,,
14478,,460
14478,"$1 under $25,000",150
14478,"$25,000 under $50,000",100
14478,"$50,000 under $75,000",80
14478,"$75,000 under $100,000",50
14478,"$100,000 under $200,000",80
14478,"$200,000 or more",**
,,
14480,,460
14480,"$1 under $25,000",190
14480,"$25,000 under $50,000",110
14480,"$50,000 under $75,000",70
14480,"$75,000 under $100,000",40
14480,"$100,000 under $200,000",50
14480,"$200,000 or more",**
,,
14481,,890
14481,"$1 under $25,000",310
14481,"$25,000 under $50,000",220
14481,"$50,000 under $75,000",160
14481,"$75,000 under $100,000",90
14481,"$100,000 under $200,000",110
14481,"$200,000 or more",**
,,
14482,,"4,060"
14482,"$1 under $25,000",1470
14482,"$25,000 under $50,000",1020
14482,"$50,000 under $75,000",610
14482,"$75,000 under $100,000",440
14482,"$100,000 under $200,000",450
14482,"$200,000 or more",70
,,
14485,,"2,020"
14485,"$1 under $25,000",730
14485,"$25,000 under $50,000",470
14485,"$50,000 under $75,000",290
14485,"$75,000 under $100,000",230
14485,"$100,000 under $200,000",270
14485,"$200,000 or more",30
,,
14486,,150
14486,"$1 under $25,000",40
14486,"$25,000 under $50,000",50
14486,"$50,000 under $75,000",30
14486,"$75,000 under $100,000",**
14486,"$100,000 under $200,000",30
14486,"$200,000 or more",**
,,
14487,,"2,940"
14487,"$1 under $25,000",980
14487,"$25,000 under $50,000",590
14487,"$50,000 under $75,000",490
14487,"$75,000 under $100,000",320
14487,"$100,000 under $200,000",480
14487,"$200,000 or more",80
,,
14489,,"3,240"
14489,"$1 under $25,000",1290
14489,"$25,000 under $50,000",930
14489,"$50,000 under $75,000",470
14489,"$75,000 under $100,000",290
14489,"$100,000 under $200,000",260
14489,"$200,000 or more",**
,,
14502,,"5,250"
14502,"$1 under $25,000",1710
14502,"$25,000 under $50,000",1140
14502,"$50,000 under $75,000",770
14502,"$75,000 under $100,000",590
14502,"$100,000 under $200,000",920
14502,"$200,000 or more",120
,,
14504,,890
14504,"$1 under $25,000",340
14504,"$25,000 under $50,000",280
14504,"$50,000 under $75,000",140
14504,"$75,000 under $100,000",80
14504,"$100,000 under $200,000",50
14504,"$200,000 or more",**
,,
14505,,"2,580"
14505,"$1 under $25,000",880
14505,"$25,000 under $50,000",670
14505,"$50,000 under $75,000",430
14505,"$75,000 under $100,000",290
14505,"$100,000 under $200,000",290
14505,"$200,000 or more",20
,,
14506,,660
14506,"$1 under $25,000",160
14506,"$25,000 under $50,000",100
14506,"$50,000 under $75,000",70
14506,"$75,000 under $100,000",70
14506,"$100,000 under $200,000",180
14506,"$200,000 or more",80
,,
14507,,650
14507,"$1 under $25,000",250
14507,"$25,000 under $50,000",170
14507,"$50,000 under $75,000",110
14507,"$75,000 under $100,000",60
14507,"$100,000 under $200,000",60
14507,"$200,000 or more",**
,,
14510,,"2,210"
14510,"$1 under $25,000",960
14510,"$25,000 under $50,000",540
14510,"$50,000 under $75,000",330
14510,"$75,000 under $100,000",210
14510,"$100,000 under $200,000",170
14510,"$200,000 or more",**
,,
14512,,"2,270"
14512,"$1 under $25,000",880
14512,"$25,000 under $50,000",540
14512,"$50,000 under $75,000",360
14512,"$75,000 under $100,000",220
14512,"$100,000 under $200,000",220
14512,"$200,000 or more",50
,,
14513,,"6,520"
14513,"$1 under $25,000",2770
14513,"$25,000 under $50,000",1700
14513,"$50,000 under $75,000",980
14513,"$75,000 under $100,000",540
14513,"$100,000 under $200,000",490
14513,"$200,000 or more",40
,,
14514,,"2,950"
14514,"$1 under $25,000",920
14514,"$25,000 under $50,000",690
14514,"$50,000 under $75,000",450
14514,"$75,000 under $100,000",330
14514,"$100,000 under $200,000",500
14514,"$200,000 or more",60
,,
14516,,"1,050"
14516,"$1 under $25,000",370
14516,"$25,000 under $50,000",290
14516,"$50,000 under $75,000",180
14516,"$75,000 under $100,000",100
14516,"$100,000 under $200,000",110
14516,"$200,000 or more",**
,,
14517,,"1,280"
14517,"$1 under $25,000",500
14517,"$25,000 under $50,000",310
14517,"$50,000 under $75,000",200
14517,"$75,000 under $100,000",130
14517,"$100,000 under $200,000",140
14517,"$200,000 or more",**
,,
14519,,"6,050"
14519,"$1 under $25,000",1900
14519,"$25,000 under $50,000",1380
14519,"$50,000 under $75,000",920
14519,"$75,000 under $100,000",700
14519,"$100,000 under $200,000",1000
14519,"$200,000 or more",150
,,
14521,,"1,260"
14521,"$1 under $25,000",500
14521,"$25,000 under $50,000",350
14521,"$50,000 under $75,000",190
14521,"$75,000 under $100,000",100
14521,"$100,000 under $200,000",120
14521,"$200,000 or more",**
,,
14522,,"4,490"
14522,"$1 under $25,000",1650
14522,"$25,000 under $50,000",1190
14522,"$50,000 under $75,000",710
14522,"$75,000 under $100,000",430
14522,"$100,000 under $200,000",440
14522,"$200,000 or more",70
,,
14525,,"1,320"
14525,"$1 under $25,000",420
14525,"$25,000 under $50,000",350
14525,"$50,000 under $75,000",230
14525,"$75,000 under $100,000",170
14525,"$100,000 under $200,000",150
14525,"$200,000 or more",**
,,
14526,,"10,710"
14526,"$1 under $25,000",3070
14526,"$25,000 under $50,000",1850
14526,"$50,000 under $75,000",1490
14526,"$75,000 under $100,000",1160
14526,"$100,000 under $200,000",2370
14526,"$200,000 or more",770
,,
14527,,"5,860"
14527,"$1 under $25,000",2340
14527,"$25,000 under $50,000",1500
14527,"$50,000 under $75,000",860
14527,"$75,000 under $100,000",530
14527,"$100,000 under $200,000",510
14527,"$200,000 or more",120
,,
14530,,"2,520"
14530,"$1 under $25,000",920
14530,"$25,000 under $50,000",710
14530,"$50,000 under $75,000",430
14530,"$75,000 under $100,000",230
14530,"$100,000 under $200,000",200
14530,"$200,000 or more",30
,,
14532,,"2,180"
14532,"$1 under $25,000",750
14532,"$25,000 under $50,000",600
14532,"$50,000 under $75,000",330
14532,"$75,000 under $100,000",240
14532,"$100,000 under $200,000",230
14532,"$200,000 or more",30
,,
14533,,780
14533,"$1 under $25,000",260
14533,"$25,000 under $50,000",220
14533,"$50,000 under $75,000",130
14533,"$75,000 under $100,000",80
14533,"$100,000 under $200,000",90
14533,"$200,000 or more",**
,,
14534,,"16,140"
14534,"$1 under $25,000",4110
14534,"$25,000 under $50,000",1880
14534,"$50,000 under $75,000",1690
14534,"$75,000 under $100,000",1640
14534,"$100,000 under $200,000",3950
14534,"$200,000 or more",2870
,,
14536,,290
14536,"$1 under $25,000",110
14536,"$25,000 under $50,000",70
14536,"$50,000 under $75,000",60
14536,"$75,000 under $100,000",20
14536,"$100,000 under $200,000",30
14536,"$200,000 or more",0
,,
14541,,"1,030"
14541,"$1 under $25,000",350
14541,"$25,000 under $50,000",290
14541,"$50,000 under $75,000",160
14541,"$75,000 under $100,000",100
14541,"$100,000 under $200,000",110
14541,"$200,000 or more",20
,,
14543,,"1,760"
14543,"$1 under $25,000",500
14543,"$25,000 under $50,000",370
14543,"$50,000 under $75,000",270
14543,"$75,000 under $100,000",220
14543,"$100,000 under $200,000",320
14543,"$200,000 or more",80
,,
14544,,920
14544,"$1 under $25,000",350
14544,"$25,000 under $50,000",230
14544,"$50,000 under $75,000",150
14544,"$75,000 under $100,000",80
14544,"$100,000 under $200,000",90
14544,"$200,000 or more",20
,,
14546,,"2,500"
14546,"$1 under $25,000",800
14546,"$25,000 under $50,000",650
14546,"$50,000 under $75,000",400
14546,"$75,000 under $100,000",280
14546,"$100,000 under $200,000",310
14546,"$200,000 or more",60
,,
14548,,"1,940"
14548,"$1 under $25,000",720
14548,"$25,000 under $50,000",520
14548,"$50,000 under $75,000",300
14548,"$75,000 under $100,000",190
14548,"$100,000 under $200,000",210
14548,"$200,000 or more",**
,,
14550,,750
14550,"$1 under $25,000",260
14550,"$25,000 under $50,000",210
14550,"$50,000 under $75,000",140
14550,"$75,000 under $100,000",80
14550,"$100,000 under $200,000",60
14550,"$200,000 or more",**
,,
14551,,"2,500"
14551,"$1 under $25,000",1030
14551,"$25,000 under $50,000",710
14551,"$50,000 under $75,000",340
14551,"$75,000 under $100,000",210
14551,"$100,000 under $200,000",180
14551,"$200,000 or more",30
,,
14555,,460
14555,"$1 under $25,000",150
14555,"$25,000 under $50,000",110
14555,"$50,000 under $75,000",70
14555,"$75,000 under $100,000",40
14555,"$100,000 under $200,000",70
14555,"$200,000 or more",20
,,
14559,,"9,160"
14559,"$1 under $25,000",2860
14559,"$25,000 under $50,000",1990
14559,"$50,000 under $75,000",1350
14559,"$75,000 under $100,000",1070
14559,"$100,000 under $200,000",1580
14559,"$200,000 or more",310
,,
14560,,990
14560,"$1 under $25,000",330
14560,"$25,000 under $50,000",260
14560,"$50,000 under $75,000",160
14560,"$75,000 under $100,000",100
14560,"$100,000 under $200,000",140
14560,"$200,000 or more",**
,,
14561,,"1,370"
14561,"$1 under $25,000",500
14561,"$25,000 under $50,000",360
14561,"$50,000 under $75,000",230
14561,"$75,000 under $100,000",150
14561,"$100,000 under $200,000",130
14561,"$200,000 or more",**
,,
14564,,"7,690"
14564,"$1 under $25,000",2300
14564,"$25,000 under $50,000",1300
14564,"$50,000 under $75,000",870
14564,"$75,000 under $100,000",680
14564,"$100,000 under $200,000",1640
14564,"$200,000 or more",900
,,
14568,,"3,060"
14568,"$1 under $25,000",900
14568,"$25,000 under $50,000",680
14568,"$50,000 under $75,000",490
14568,"$75,000 under $100,000",420
14568,"$100,000 under $200,000",510
14568,"$200,000 or more",60
,,
14569,,"2,920"
14569,"$1 under $25,000",1100
14569,"$25,000 under $50,000",740
14569,"$50,000 under $75,000",470
14569,"$75,000 under $100,000",280
14569,"$100,000 under $200,000",290
14569,"$200,000 or more",40
,,
14571,,610
14571,"$1 under $25,000",240
14571,"$25,000 under $50,000",160
14571,"$50,000 under $75,000",90
14571,"$75,000 under $100,000",60
14571,"$100,000 under $200,000",60
14571,"$200,000 or more",**
,,
14572,,"2,240"
14572,"$1 under $25,000",810
14572,"$25,000 under $50,000",640
14572,"$50,000 under $75,000",380
14572,"$75,000 under $100,000",220
14572,"$100,000 under $200,000",190
14572,"$200,000 or more",**
,,
14580,,"27,060"
14580,"$1 under $25,000",8250
14580,"$25,000 under $50,000",5060
14580,"$50,000 under $75,000",3850
14580,"$75,000 under $100,000",3170
14580,"$100,000 under $200,000",5310
14580,"$200,000 or more",1420
,,
14585,,140
14585,"$1 under $25,000",60
14585,"$25,000 under $50,000",40
14585,"$50,000 under $75,000",20
14585,"$75,000 under $100,000",20
14585,"$100,000 under $200,000",**
14585,"$200,000 or more",0
,,
14586,,"5,230"
14586,"$1 under $25,000",1480
14586,"$25,000 under $50,000",1130
14586,"$50,000 under $75,000",870
14586,"$75,000 under $100,000",710
14586,"$100,000 under $200,000",960
14586,"$200,000 or more",80
,,
14589,,"3,700"
14589,"$1 under $25,000",1390
14589,"$25,000 under $50,000",830
14589,"$50,000 under $75,000",590
14589,"$75,000 under $100,000",380
14589,"$100,000 under $200,000",440
14589,"$200,000 or more",70
,,
14590,,"2,320"
14590,"$1 under $25,000",940
14590,"$25,000 under $50,000",610
14590,"$50,000 under $75,000",360
14590,"$75,000 under $100,000",210
14590,"$100,000 under $200,000",170
14590,"$200,000 or more",30
,,
14591,,770
14591,"$1 under $25,000",250
14591,"$25,000 under $50,000",190
14591,"$50,000 under $75,000",160
14591,"$75,000 under $100,000",80
14591,"$100,000 under $200,000",90
14591,"$200,000 or more",**
,,
14604,,880
14604,"$1 under $25,000",330
14604,"$25,000 under $50,000",260
14604,"$50,000 under $75,000",110
14604,"$75,000 under $100,000",60
14604,"$100,000 under $200,000",80
14604,"$200,000 or more",40
,,
14605,,"4,130"
14605,"$1 under $25,000",2950
14605,"$25,000 under $50,000",940
14605,"$50,000 under $75,000",140
14605,"$75,000 under $100,000",50
14605,"$100,000 under $200,000",50
14605,"$200,000 or more",**
,,
14606,,"13,270"
14606,"$1 under $25,000",6030
14606,"$25,000 under $50,000",3810
14606,"$50,000 under $75,000",1790
14606,"$75,000 under $100,000",920
14606,"$100,000 under $200,000",670
14606,"$200,000 or more",50
,,
14607,,"8,430"
14607,"$1 under $25,000",3140
14607,"$25,000 under $50,000",2950
14607,"$50,000 under $75,000",1240
14607,"$75,000 under $100,000",430
14607,"$100,000 under $200,000",480
14607,"$200,000 or more",190
,,
14608,,"4,800"
14608,"$1 under $25,000",2950
14608,"$25,000 under $50,000",1210
14608,"$50,000 under $75,000",360
14608,"$75,000 under $100,000",130
14608,"$100,000 under $200,000",120
14608,"$200,000 or more",30
,,
14609,,"20,200"
14609,"$1 under $25,000",9020
14609,"$25,000 under $50,000",5910
14609,"$50,000 under $75,000",2730
14609,"$75,000 under $100,000",1360
14609,"$100,000 under $200,000",1090
14609,"$200,000 or more",90
,,
14610,,"7,640"
14610,"$1 under $25,000",2060
14610,"$25,000 under $50,000",1760
14610,"$50,000 under $75,000",1200
14610,"$75,000 under $100,000",750
14610,"$100,000 under $200,000",1200
14610,"$200,000 or more",670
,,
14611,,"6,650"
14611,"$1 under $25,000",4290
14611,"$25,000 under $50,000",1680
14611,"$50,000 under $75,000",440
14611,"$75,000 under $100,000",150
14611,"$100,000 under $200,000",90
14611,"$200,000 or more",**
,,
14612,,"17,950"
14612,"$1 under $25,000",6070
14612,"$25,000 under $50,000",4480
